Jakubowski - Kulas;525.02;4;5;5.79
Herzog Inc;1314.10;3;5;4.84
Feeney, Oberbrunner and Hodkiewicz;1196.10;4;3;4.69
Rohan - Emard;1159.91;2;5;5.18
Thompson Group;1581.13;3;3;7.15
Moen and Sons;2160.56;3;4;2.03
Bergstrom - Russel;1502.18;2;5;5.19
Cole - Wintheiser;2118.88;3;4;1.26
Hilll, Aufderhar and Rutherford;2114.34;3;4;9.44
Schaden, Lesch and McLaughlin;1932.41;2;5;8.13
Huels, Goldner and Bernier;742.82;2;5;9.95
Leannon, Fritsch and Dooley;1149.83;2;3;9.34
Baumbach, Wunsch and Zemlak;1546.98;3;5;8.31
Goldner - Von;1388.29;1;3;8.28
Hermiston - Beer;1475.81;1;3;4.21
Brown - Orn;1682.48;3;4;8.68
Bergnaum, Muller and Predovic;2170.43;3;2;7.18
Ernser, Larson and Kemmer;2444.59;3;4;5.94
Lemke - Ullrich;1941.15;4;3;6.36
Williamson - O\Keefe;702.62;4;4;3.15
Cruickshank Inc;1758.99;2;4;9.42
Murray Group;2475.78;2;4;4.79
Satterfield LLC;1700.90;1;3;7.25
Yundt, Schimmel and Green;917.68;1;4;1.11
Larson - Considine;746.74;4;2;2.00
Sauer - Buckridge;2481.18;3;4;9.77
Wehner - Doyle;2058.31;2;4;3.65
Mosciski - Marquardt;740.02;2;2;5.84
White - Prohaska;1846.01;1;3;7.44
Greenholt - Schamberger;1843.44;4;2;3.12
Auer - Hilpert;2029.84;3;5;7.59
Hagenes Group;2455.06;1;4;4.98
Friesen, Carter and Cruickshank;855.02;2;5;7.06
Satterfield - Brekke;1518.87;2;4;1.25
Kub Inc;2150.39;2;4;1.10
Conroy LLC;1529.83;3;3;8.81
Beer - Metz;556.34;3;4;3.22
Bogan Inc;1182.69;2;4;3.14
Zboncak and Sons;1904.66;2;4;9.83
Grady Inc;1180.00;3;2;5.11
Huel and Sons;969.92;2;3;4.30
Beahan and Sons;798.19;3;3;1.69
Stiedemann, Ratke and Thompson;1917.15;1;5;9.97
Pollich Group;1849.11;2;3;2.96
Cole Group;743.80;3;3;6.63
Heaney, Lakin and Bradtke;1371.72;4;3;5.07
Weissnat and Sons;1965.31;2;3;6.59
Jones, Ernser and Flatley;1332.59;2;4;8.41
Zboncak, Marvin and Dickinson;2470.51;3;4;2.39
Mueller, Hansen and Schaefer;1150.40;2;4;9.16
Dooley - Pfeffer;1736.29;2;4;4.96
Spencer Group;917.63;4;4;6.72
Bednar LLC;809.04;3;5;1.62
Rogahn - O\Connell;1492.48;1;4;6.84
Weimann Inc;741.13;1;4;4.34
Rempel Group;1751.58;3;3;1.27
Hartmann - Rath;2494.79;4;2;4.67
Huels Inc;1932.37;2;5;3.34
Brown - Jacobi;1540.85;3;4;2.44
Jakubowski Group;634.61;1;3;1.98
Altenwerth Inc;900.96;2;5;1.12
Streich LLC;1057.91;1;2;9.71
Kris Group;727.92;1;4;6.25
Kuhn and Sons;1625.68;2;3;3.18
Baumbach - Oberbrunner;1466.72;3;5;2.78
Schowalter, Johnson and Runte;1384.97;3;2;5.84
Schaden Inc;1514.67;2;2;8.24
Schaefer, Gusikowski and Jaskolski;2285.56;1;3;9.09
Sanford - Yost;691.21;2;4;3.32
Deckow - Ernser;715.15;1;2;1.95
Schneider, Davis and Tillman;822.28;1;4;4.93
Schmeler - Heidenreich;951.73;3;3;3.31
Walker - Pouros;1948.85;2;2;7.44
Beahan, Jaskolski and Walker;1120.70;2;4;4.14
Emard, Rohan and Kozey;1561.48;2;3;6.01
Nikolaus Inc;1035.45;3;5;5.98
McCullough, Schaefer and Bernhard;1995.05;3;4;1.17
Bins - Kshlerin;1784.88;4;3;5.58
Parker, Robel and Bernhard;975.54;2;3;2.68
Brakus - Gislason;1338.54;4;4;6.90
Trantow and Sons;1199.10;3;3;2.88
Dickens, Walter and Purdy;2074.23;3;3;1.35
Adams Group;1158.10;1;5;4.60
Stracke, Lemke and Bradtke;1339.70;4;5;8.21
Bahringer - Mitchell;745.96;2;4;4.26
Bauch - Wisoky;1039.08;3;2;1.85
Kozey, Oberbrunner and Kohler;1639.80;2;3;2.94
Block and Sons;1494.04;3;3;3.27
Wunsch, Reilly and Goodwin;1175.19;1;4;7.89
Hermann, Carroll and Watsica;1036.70;3;3;1.07
Hauck, Lindgren and Harris;2426.82;2;2;5.98
Huels LLC;1663.25;3;4;6.83
Hyatt - Barton;618.67;2;4;9.54
Osinski Group;2462.93;3;2;6.71
Zieme - Towne;1370.60;1;4;2.20
Larson - Dickens;1242.44;3;4;1.14
Thiel - Kuhic;821.53;4;5;9.28
Keeling, Kreiger and Bergnaum;2410.16;1;2;6.09
Rutherford - Medhurst;962.14;2;5;2.39
Blanda - Wintheiser;999.88;1;4;6.65
Hills LLC;1354.60;4;3;8.97
Rutherford - Crist;2251.91;3;3;6.98
Balistreri, Kohler and Kris;1990.71;4;5;9.91
Bernhard, Wilderman and Harber;1194.45;3;2;8.13
Lockman - Jast;2231.39;3;4;8.87
Terry, Anderson and Huel;947.00;3;4;5.68
Runte - Dach;1257.08;2;4;6.19
Yundt, Kertzmann and Keebler;2118.91;4;2;2.02
Strosin Group;1489.49;2;4;9.32
Kihn LLC;1560.16;3;3;6.27
Weissnat, Lind and Baumbach;641.38;3;4;5.51
Dooley, Simonis and Kunde;618.27;1;3;6.77
Sipes Inc;2121.38;3;3;6.93
Carroll - Krajcik;1611.50;3;2;9.31
Jenkins, Wyman and Watsica;1510.73;1;2;4.40
Effertz Inc;1694.04;4;3;1.80
Willms, Reilly and Labadie;2186.68;3;4;2.93
Armstrong, Bergstrom and Koelpin;1173.43;1;3;6.20
Blanda, Johns and Hudson;1117.90;1;4;8.33
Jacobson Inc;546.27;4;3;2.00
Reichert and Sons;1572.50;2;4;8.89
O\Kon LLC;2285.13;1;5;8.46
Klein - Kovacek;1103.27;2;5;5.46
Lebsack, Dare and Stamm;1407.61;2;3;4.88
Mayer Group;1715.19;4;5;9.34
Murray - Berge;2479.57;3;2;7.21
Murazik, Kohler and Aufderhar;1262.97;2;4;2.00
Schmitt Inc;2323.86;2;2;2.37
Waelchi - Bins;1318.00;4;4;9.90
Romaguera - Mayert;2161.47;2;4;5.83
Feil, Greenholt and Krajcik;2228.81;2;4;5.36
Berge Group;1513.83;4;2;8.78
Becker - Bednar;804.51;1;5;1.67
Bashirian, Fadel and Sawayn;1936.68;3;2;6.66
Towne, Bogisich and Mann;1180.43;2;4;8.95
Quitzon - Tillman;1230.51;2;4;1.08
Kub Group;1645.49;4;4;7.03
Wyman - Cruickshank;1590.84;2;4;1.66
Bogisich - Little;842.46;3;4;5.93
Nader Inc;2455.44;2;3;1.91
Ondricka - Heaney;1100.63;2;3;5.98
Homenick - Reilly;1981.35;3;5;5.71
O\Hara, Weissnat and Weissnat;1813.63;3;3;2.26
Hills LLC;2157.90;2;4;2.16
Nolan LLC;1574.71;4;3;9.75
Wuckert Inc;923.23;1;2;5.09
Yundt Inc;1254.34;1;4;6.46
Lemke, Fritsch and Hudson;1023.49;3;4;5.03
Brekke, Pfeffer and Russel;1048.68;2;2;6.61
Skiles and Sons;1948.58;1;3;8.14
Schuster Inc;548.73;2;5;4.50
Gutkowski, Gleason and Johns;1296.09;4;4;2.15
Frami LLC;2499.39;3;4;7.23
Erdman - Cummerata;1296.93;2;4;4.96
Collins Inc;1281.16;1;4;7.91
Heaney - Rolfson;1290.46;3;3;4.57
Hintz, Hettinger and Kozey;977.96;4;2;7.12
Heller, Okuneva and Shanahan;1801.57;2;3;7.11
Swaniawski and Sons;635.33;2;4;7.41
Leuschke LLC;1393.57;4;3;1.06
Murazik, Luettgen and Bogan;558.60;2;2;7.50
Fisher, Abbott and Bradtke;1988.81;1;2;7.36
Feeney and Sons;1979.68;4;2;3.03
Anderson - Muller;769.97;4;5;4.52
Larkin - Davis;1833.25;2;3;1.42
Price LLC;1013.64;3;4;2.46
Skiles Group;2405.79;2;3;5.81
Windler - Effertz;1220.71;3;4;3.37
Steuber Inc;1478.02;2;3;5.34
Baumbach, Effertz and Jaskolski;2169.99;3;5;4.88
Bednar - Mosciski;2169.73;4;4;6.83
Batz and Sons;1387.94;4;3;9.34
VonRueden Group;1133.09;1;3;1.21
Mann and Sons;1940.42;2;3;1.42
Abernathy - Walsh;734.13;2;4;5.61
Mohr - Wilkinson;1914.39;3;4;5.14
Upton - Lind;2039.31;4;5;3.59
Schmeler, Predovic and Larson;1026.17;2;4;3.60
Muller Inc;871.94;2;4;4.43
Sporer, Kiehn and Miller;1020.33;2;3;8.72
Douglas Group;932.36;3;4;5.36
Torphy LLC;2204.84;3;3;1.18
Ullrich LLC;1116.72;3;4;9.81
Gutmann, Veum and Padberg;1291.22;1;4;7.66
Wolff Group;2121.65;2;4;7.24
Berge LLC;1053.02;1;4;9.61
Breitenberg - Lind;729.37;2;2;4.42
Christiansen, Harber and Turner;1201.84;3;4;7.35
Sanford and Sons;911.63;3;2;3.36
Kunde, Braun and Wilderman;2065.06;1;3;7.49
Kshlerin and Sons;1704.46;4;3;9.05
Kovacek, Rath and Gleason;750.33;3;4;3.26
Paucek - Bernier;1411.57;4;4;1.96
Lang Group;2393.45;1;3;6.18
Kautzer, Gibson and Block;1563.20;4;3;3.03
Bode and Sons;1644.07;2;2;7.35
Witting, Beatty and Fisher;751.21;2;3;6.95
Lesch Inc;1803.77;1;5;6.27
Tromp, Reinger and Metz;940.87;1;4;9.03
Kihn and Sons;2439.39;1;3;5.73
Okuneva Group;2341.73;4;3;9.33
Kerluke, Swaniawski and Parker;2160.58;3;4;1.98
Powlowski - Towne;1610.54;3;5;4.23
Gerhold, Turcotte and Lynch;966.39;2;5;5.95
Sporer Group;1196.63;3;5;3.23
Schroeder, Ledner and Carroll;2226.16;3;3;6.92
Wunsch - Boyer;1370.12;2;5;1.68
Towne and Sons;2078.71;2;4;9.40
Howe - Mohr;728.79;1;3;5.86
Veum - Ryan;1164.37;2;4;3.91
Murazik, Berge and Roberts;1825.42;1;2;9.63
Feest, Feil and Kuvalis;1170.97;4;4;3.46
Considine - Mayert;1210.48;2;4;5.38
Steuber, Witting and Ledner;1567.42;1;3;4.88
Schoen and Sons;754.86;1;5;1.49
Gislason Group;879.90;2;4;8.49
Donnelly - Schroeder;1123.39;4;4;3.57
Kuvalis and Sons;1215.53;2;2;4.80
Schinner, Yost and McClure;1526.77;3;3;5.00
Harris and Sons;1530.33;2;5;7.96
Ondricka, Rau and Brekke;825.75;1;3;6.13
Sawayn, Halvorson and Von;2351.15;4;3;8.74
Johnson - Weissnat;923.53;2;5;2.96
Hartmann, Kub and Hagenes;2337.93;3;3;2.29
Wolf, Torp and DuBuque;851.54;4;3;1.13
Beer, Shields and Bahringer;2491.06;4;4;9.44
Terry - Zieme;1666.29;4;4;1.49
Reinger - Haley;2192.36;2;3;2.64
VonRueden - Dooley;1702.24;3;2;3.37
Mertz Inc;985.59;3;2;1.73
Zieme - Fadel;2200.26;3;4;7.29
Streich and Sons;1256.47;4;3;5.21
Langosh - Herman;771.19;2;2;8.14
Quitzon - Tromp;1493.37;2;3;3.47
Koch and Sons;1878.99;3;3;1.28
Corkery - Schulist;1534.32;4;3;9.29
Collins - Veum;1883.12;2;4;5.40
Lebsack, Stroman and Frami;2160.03;1;3;2.98
Schulist - Tromp;1877.23;2;2;4.10
Kshlerin Inc;2001.95;3;5;5.58
Pacocha, Maggio and Brekke;739.87;1;3;3.76
Barton - Tromp;1320.09;4;3;5.43
Lynch - Schmidt;1764.56;2;3;6.45
Mayert and Sons;1670.98;1;5;7.71
Jones and Sons;1413.38;1;4;5.41
Parisian, Wunsch and Franecki;788.26;4;5;5.67
Lockman, Emard and Heaney;1590.34;1;4;6.74
Osinski - Frami;1870.72;3;3;1.47
Kohler, Barton and Deckow;2422.69;3;5;7.37
Bashirian, Halvorson and Kub;1550.15;1;2;8.14
Wilderman, Smith and Prohaska;2133.06;2;5;6.45
Stehr LLC;2028.08;3;3;8.54
Wolff and Sons;1171.59;2;5;1.09
Koch, Hodkiewicz and Olson;611.78;2;3;1.90
Fisher - Tromp;2416.72;3;3;2.51
McGlynn Group;1196.60;4;3;6.79
Sanford, Lang and Bartell;791.84;3;5;5.58
MacGyver - Satterfield;524.29;3;4;2.42
Torphy - Hammes;1215.49;3;3;2.75
Waelchi - Powlowski;1905.55;3;5;8.26
Olson - McCullough;1789.56;1;3;4.68
Wiegand - Kunde;2327.38;1;5;1.98
Shields, Mohr and Kertzmann;720.90;3;5;7.38
Schaden - Batz;1697.02;2;3;6.41
Rau - Kassulke;1291.37;4;3;7.57
Lueilwitz Group;1681.19;1;3;5.22
Blick LLC;2348.75;2;4;7.93
Reinger - Hane;1072.63;2;3;1.63
Sauer, Von and Herman;1802.59;3;3;4.95
Armstrong and Sons;1581.05;3;5;2.18
Nicolas - Waters;1881.10;4;4;6.12
Metz - Emmerich;560.40;4;5;3.87
Kuvalis - Smitham;1405.28;2;5;7.28
Reichert - Littel;807.58;1;5;1.90
Crona LLC;1105.44;2;4;2.17
Schuster, McDermott and Towne;1564.93;3;5;4.66
Greenfelder - Mills;1339.38;2;3;1.17
Ritchie, Barrows and Halvorson;761.03;4;5;8.59
Runolfsdottir LLC;2394.14;3;3;7.15
McLaughlin - Herman;1383.90;4;3;2.91
Flatley, Fay and Hintz;2319.00;1;3;8.32
Collier Inc;1539.12;3;5;2.52
Marquardt LLC;664.65;1;4;9.21
Kutch, Bradtke and Ferry;679.03;3;5;9.80
Steuber, Rath and Heidenreich;581.37;3;5;9.22
Pfeffer - Heaney;1273.04;2;5;5.87
Runolfsdottir and Sons;888.96;3;5;8.69
Dare, Schaefer and Stanton;2264.31;1;5;9.50
Robel Group;976.47;3;3;6.32
Gleichner, Kuhn and Schneider;1780.40;3;4;1.39
Tromp - Kuhlman;683.52;3;2;1.73
Herman - Casper;817.06;3;4;5.14
Roob and Sons;1662.63;2;3;6.79
Dibbert - McClure;1839.17;1;5;3.73
Adams, DuBuque and Pfannerstill;878.78;3;3;4.29
Legros Inc;2313.51;3;4;3.42
Thiel, Larson and Quigley;824.05;3;5;3.20
Leannon - Sipes;1011.37;4;2;6.45
Koelpin - Purdy;884.81;4;4;6.87
Jacobs, Veum and Quigley;1931.53;4;5;7.10
Jast, Emmerich and Casper;917.80;1;3;9.79
Bayer, Carroll and Botsford;1867.38;3;5;7.49
Tillman Group;971.59;3;3;1.38
Waters Group;1093.82;1;4;8.51
Bahringer - O\Conner;2188.27;2;3;4.77
Bode - Bogisich;2268.83;2;3;3.71
Runolfsdottir - Heller;597.48;4;3;1.83
Weimann Group;1129.01;1;4;9.63
Kshlerin - Purdy;1198.44;3;2;7.89
Rowe, Ullrich and Bartell;956.20;2;3;8.63
Walsh - Spinka;684.95;2;4;4.12
Russel Inc;2302.46;4;2;1.22
Hills - Ritchie;1670.62;1;3;9.35
Lebsack, Mann and Runolfsdottir;1394.35;3;2;5.84
Boyle - Funk;1470.94;2;3;3.88
Crona, Abernathy and Dibbert;542.23;4;5;3.87
Altenwerth Inc;2227.79;4;3;5.77
Reynolds, Heidenreich and Wyman;1751.63;4;5;1.25
Cummings - Willms;1890.97;3;2;9.32
Marquardt, Bernhard and Goldner;1269.01;3;2;3.77
Emard and Sons;1180.35;3;5;6.29
Rau Inc;2387.86;2;3;1.02
Johns - Barrows;692.49;4;2;2.48
Gerhold, Greenfelder and Ebert;1270.64;3;3;5.41
Lowe and Sons;1693.93;2;5;4.44
Conroy Group;702.26;2;3;2.58
Kuphal, Grady and Fadel;2270.44;2;5;6.43
Grady and Sons;847.53;3;3;5.12
Braun, Cummings and Wisoky;1517.94;3;3;9.42
Rodriguez - Armstrong;2437.27;2;4;1.43
Rohan - Hauck;884.29;2;5;4.84
Franey and Sons;1384.13;3;2;1.09
Ziemann, Kiehn and Reichert;733.27;2;3;5.48
Hintz - Kuvalis;2323.48;3;4;1.35
Kessler, Walsh and Aufderhar;2128.48;2;4;6.03
Conn - Konopelski;1672.12;2;4;9.97
O\Keefe Inc;2436.00;2;4;2.71
Mills, Durgan and Barrows;1692.59;3;3;8.35
Turcotte, Lemke and Schinner;1020.10;1;5;5.69
Barrows - Deckow;1908.18;1;3;5.82
Flatley Group;506.93;4;5;4.34
Klocko - Leffler;2171.87;3;3;2.83
Rau LLC;2091.12;2;5;4.24
Powlowski, Hoeger and Ankunding;2478.51;2;3;8.22
Zulauf - Ledner;1161.66;3;4;1.79
Schmitt, Larkin and Streich;690.32;3;2;2.90
Moore - Mertz;674.91;4;5;6.59
Herman LLC;1689.48;3;4;8.08
Muller Inc;2373.54;2;4;9.25
Heathcote Group;1431.28;2;4;4.87
Rau and Sons;602.29;3;5;8.79
Balistreri, Welch and Hirthe;1954.90;3;5;8.54
Mohr and Sons;1224.94;3;3;9.85
O\Keefe Group;612.03;2;4;5.18
Hammes Inc;1292.43;1;4;6.50
Kovacek, Schultz and Kohler;967.11;1;4;5.72
Spencer - Paucek;737.80;3;4;4.50
Monahan - Bogan;1783.81;3;4;9.75
Boyle and Sons;1261.38;2;3;1.81
Hand, Hessel and Schinner;721.22;3;4;1.25
Vandervort and Sons;2279.09;2;3;6.24
Goodwin - Brown;2225.55;3;2;8.87
Turner - Donnelly;1006.46;2;3;1.08
White, Rowe and Hand;2019.30;4;4;1.48
Bradtke Inc;1523.65;1;3;2.65
Barrows - Mraz;2201.18;3;3;5.06
Kuphal Group;1860.72;2;3;2.01
Goyette, Pagac and Strosin;698.63;1;2;8.52
Kshlerin LLC;2477.94;1;5;3.47
Hartmann, Herman and Harris;867.22;3;4;7.98
Jacobs LLC;2481.65;3;4;2.20
Rippin - Bosco;1723.25;3;4;9.54
Klein and Sons;1931.82;4;4;6.69
Simonis LLC;654.40;2;3;6.57
Braun, Spencer and Stamm;601.93;3;4;9.55
Zieme - Rath;1240.83;2;2;6.76
Nitzsche - Renner;909.38;3;5;2.54
Erdman LLC;1337.96;2;2;3.88
Torp LLC;2425.09;1;4;7.20
Brakus - Halvorson;986.01;4;4;1.09
Pouros, Pollich and Goodwin;2397.48;2;2;3.28
Deckow, Ortiz and Ondricka;877.22;3;3;6.74
Satterfield Inc;1325.26;1;4;3.47
Towne, Harris and Parisian;1003.98;3;3;1.09
Upton, Rohan and Stark;2115.53;3;3;3.49
Powlowski, Kautzer and Fritsch;1053.77;3;5;7.42
Langworth and Sons;1823.48;3;3;7.92
Wunsch - Fay;1155.78;3;4;9.00
Okuneva, Lueilwitz and Herzog;548.69;1;3;5.93
Collins - Kassulke;2361.59;1;2;6.67
Carter - Lubowitz;1491.14;2;5;7.52
Grimes LLC;2394.38;3;2;3.55
Reichel - Green;1639.35;2;2;2.71
Watsica - Cartwright;1618.11;2;5;9.18
Gerlach, Ankunding and Greenfelder;550.80;1;3;1.57
Bergstrom, Vandervort and Kemmer;917.44;1;3;6.50
Torphy - Schimmel;1904.40;3;3;3.58
Maggio - Stroman;515.26;1;3;4.74
Feil - Gulgowski;1204.71;1;3;6.06
Nikolaus, Konopelski and Grimes;978.93;3;5;5.47
Grant Inc;993.50;3;4;9.43
Jacobson, Durgan and Shields;546.64;3;4;6.96
Lueilwitz, Bartell and Feil;1251.10;4;3;2.15
Bernier LLC;1158.26;2;4;2.32
McLaughlin - Koepp;1364.06;4;2;5.63
Marks Inc;1585.03;3;4;9.51
Kautzer, Torphy and Schiller;1774.23;1;5;4.04
McClure - Roberts;997.22;2;3;6.41
Brekke, Senger and Hoppe;1647.49;4;2;2.49
Purdy and Sons;1436.09;1;3;9.41
Purdy, Frami and Kutch;940.96;2;4;6.41
Kris, Schmidt and Schamberger;502.29;4;4;1.13
West - Farrell;1899.90;3;2;3.72
Farrell - Herzog;1899.19;3;5;6.96
Hodkiewicz, Shields and Olson;1884.00;3;2;4.88
Mueller - Koepp;2478.18;1;3;4.82
Schuster, Quigley and Collins;1255.91;1;4;4.70
Rippin - Huel;1193.68;1;3;9.97
Pfannerstill, Ebert and Gibson;1555.68;4;5;6.21
Rosenbaum, Kohler and Wunsch;2157.75;3;4;1.44
Witting - Lang;1727.50;3;4;7.99
Cremin - Friesen;2031.95;1;4;6.22
Schoen Inc;2209.77;2;4;4.24
Deckow, Mayer and Reichert;751.24;4;4;3.15
Doyle, Fahey and Will;546.17;1;3;3.12
Yundt, Franey and Wilkinson;1765.80;2;3;5.53
Russel - King;856.39;3;3;1.01
Von - Carroll;1983.84;4;4;9.34
Block - Mraz;2223.99;2;4;4.20
Nikolaus and Sons;685.14;2;3;8.81
Gerlach - Marvin;862.63;4;4;9.91
Bode, Leuschke and Kunde;1756.88;1;5;9.06
McKenzie Group;1490.75;3;2;5.60
Abernathy - West;1432.26;1;4;5.97
Howell, Batz and Leffler;1007.10;3;4;9.48
Gulgowski, McDermott and Douglas;1461.34;3;3;8.03
Hintz Group;1627.10;3;4;8.33
Gerhold, Dibbert and Jones;1178.93;3;3;2.54
Harvey Group;2394.85;2;3;6.94
McGlynn - Murazik;2190.78;3;3;4.89
Jerde - Ernser;2216.46;4;3;2.59
Waelchi - Bernier;801.13;2;3;4.90
Schmitt LLC;992.41;2;3;1.81
Rohan - Luettgen;692.54;3;4;8.67
Lindgren Group;2072.38;2;4;5.17
Brown, Feeney and Feest;1389.83;4;2;4.56
Hilll - Hane;737.96;3;3;9.75
Johnston, Leffler and Bashirian;1373.53;2;3;8.47
Abbott, Langosh and Howe;925.63;2;3;3.13
Rosenbaum - Buckridge;609.79;2;3;1.31
Ankunding, Paucek and Bins;1036.23;2;3;4.98
Walker Group;910.89;3;2;2.66
Gerlach, Kassulke and Becker;611.62;3;2;1.93
Lang Group;670.31;2;4;6.79
Stroman - Mante;1232.40;1;4;4.51
Bechtelar - Rolfson;713.40;3;4;8.20
Larson, Homenick and Swift;1832.91;2;2;5.47
Ullrich, Ledner and Larkin;2084.35;1;4;8.71
Murphy, Stanton and Littel;557.47;2;3;8.20
Green - Goodwin;2430.69;4;2;1.25
Toy, Corwin and Kuvalis;1961.13;3;2;9.45
Hartmann - Erdman;2235.99;4;4;1.46
Welch, Macejkovic and Jerde;2178.23;1;4;6.89
O\Keefe Inc;1154.47;1;2;6.35
Lehner Inc;634.77;2;2;3.53
Nienow - Adams;2171.72;3;5;1.46
Paucek and Sons;2161.46;3;3;9.92
Steuber Group;1193.79;2;3;7.25
Volkman - Yost;2360.60;2;4;6.37
Rath - Vandervort;1979.44;3;3;8.37
Bernier, West and Nolan;2052.09;3;3;9.69
Ziemann, Prosacco and Runolfsdottir;516.00;1;2;1.19
Witting Inc;1559.07;3;2;9.37
Hintz - Douglas;517.13;2;4;2.33
Hamill, Dicki and Ruecker;2359.49;2;5;6.04
Kuhlman - Roob;500.98;3;2;7.64
Durgan, Schuster and Hamill;1271.50;2;3;4.63
Sporer - Abbott;1631.11;2;4;6.16
McDermott Inc;2447.73;4;4;3.14
Pollich - Mraz;1222.62;2;4;7.19
McCullough and Sons;630.20;3;4;1.27
Nienow and Sons;1983.58;2;2;7.55
Runolfsson - Jakubowski;2499.75;3;3;6.81
Langosh, Schoen and Borer;2435.59;3;2;2.71
Romaguera, Ondricka and Sanford;1791.26;2;3;2.79
Prohaska, Mueller and Harris;786.14;3;5;5.51
Grant - Kozey;764.03;2;3;6.19
Carroll, Walter and Stehr;1859.30;3;3;5.83
Bergnaum - Pfeffer;1440.05;3;3;6.76
Harber, Okuneva and Ebert;1823.73;4;5;8.87
MacGyver, O\Kon and Zulauf;1552.32;3;5;2.93
White Inc;1942.78;3;5;1.43
Wuckert, Tromp and Price;1048.74;3;3;1.45
Boyle Group;2220.56;2;2;3.23
McGlynn LLC;1314.15;1;4;3.09
Lebsack Inc;1970.01;2;5;4.09
Hilll - Jakubowski;2054.72;4;3;8.44
Grimes, Russel and Romaguera;597.60;1;2;6.38
MacGyver, Daniel and Paucek;2283.97;2;4;2.07
Erdman, Strosin and Corkery;958.96;3;3;7.15
D\Amore Group;1656.70;3;4;2.20
Grimes - Corkery;1709.37;4;4;8.60
Blick - Mann;1337.40;1;4;6.83
Gleichner and Sons;1663.38;1;3;3.76
Leffler, Denesik and Douglas;1020.24;4;5;6.67
Daugherty, Halvorson and Wolff;633.43;2;4;5.48
Hilpert - Moen;2351.24;2;3;6.27
Mueller - Wintheiser;2005.98;3;3;7.58
Skiles LLC;2116.50;4;4;8.67
Gerlach, Schneider and Altenwerth;1815.12;2;4;8.71
Balistreri, Weissnat and Waters;936.58;2;2;5.42
Torp - Jerde;1144.12;4;4;9.87
Emard, Larkin and Heidenreich;1748.94;4;5;3.86
Reichert Group;2095.74;4;3;6.98
Jones Group;821.16;3;5;6.41
Okuneva - Gleichner;1644.43;2;2;1.27
Casper Group;2198.38;2;3;6.55
Towne and Sons;1804.52;4;4;6.72
Wehner, Block and Sauer;2396.29;1;4;2.70
Bechtelar, Miller and Skiles;2036.65;2;4;1.88
Lebsack Group;1457.99;1;2;9.25
Ryan Group;863.98;2;4;1.44
Kessler, Schamberger and Wilderman;1344.88;3;3;2.39
Rempel LLC;1857.12;3;5;9.87
Mante - Champlin;1579.54;2;3;8.97
Cummings, Emmerich and Jaskolski;1901.86;4;4;4.16
Krajcik - Ondricka;1342.46;2;3;9.87
Larkin, Gibson and Daugherty;818.78;4;3;3.31
Ernser - Okuneva;1736.34;2;4;9.36
Thompson, Reinger and McDermott;1612.28;3;5;9.62
Hermann, Hermiston and Harvey;997.18;1;4;7.57
Fritsch - Waelchi;1497.06;2;3;6.01
Beatty Group;2383.25;3;4;3.63
Walsh - Schaden;1580.03;4;3;7.83
Kozey LLC;2077.02;2;4;5.56
Gottlieb, Kerluke and Shields;1970.39;2;2;8.11
Wiza - Fay;1160.65;2;3;5.15
Oberbrunner - Wolff;2418.37;1;3;5.43
Lindgren and Sons;703.27;1;4;6.50
Flatley, Witting and Wintheiser;2450.39;4;5;5.38
Tremblay - Ritchie;1147.57;3;4;4.49
Baumbach - Hagenes;860.93;2;3;8.86
Hoeger - Larson;2323.12;1;3;1.84
Rippin and Sons;1327.71;2;3;8.65
Deckow - Abbott;1236.21;3;3;8.44
Mills - Stanton;2473.51;2;4;9.00
Boehm, Kovacek and Adams;1665.87;4;3;1.13
Moore - Ebert;593.45;3;3;5.09
Murray, Johns and Altenwerth;1085.58;1;4;4.97
Kihn, Schamberger and Reichel;1832.32;3;2;1.28
Koelpin - Gulgowski;2003.20;4;3;7.69
Wunsch - Ernser;878.29;2;3;3.00
Barton - Raynor;1157.34;3;5;8.05
DuBuque, Paucek and Howell;1287.49;2;3;4.04
Mosciski - Bashirian;858.13;4;4;3.51
Kunde - Wisoky;2276.21;2;2;5.12
Nicolas - Pfeffer;1760.01;4;4;4.72
Pollich - Erdman;1578.22;3;2;6.38
Hane and Sons;2458.41;3;5;1.43
Kuhn and Sons;1587.79;2;5;3.58
Legros, Hand and VonRueden;2182.78;3;3;9.93
O\Reilly, McLaughlin and Boehm;1156.24;3;3;7.09
Nitzsche - Gutmann;2025.74;2;3;5.19
Gibson Group;1410.16;2;4;9.44
Graham, Cormier and Carter;1084.83;3;3;3.41
Rodriguez - Lockman;1017.36;3;4;4.00
Rohan - Ferry;810.08;3;4;8.78
Littel - Schimmel;2439.12;4;2;1.97
Huel - Hamill;733.16;1;3;1.20
Aufderhar and Sons;843.57;2;3;6.41
Langworth, Kris and Conn;1797.01;2;4;9.48
Prohaska Group;1183.51;3;2;8.49
Waters, Schmeler and Stoltenberg;2432.31;3;2;3.94
Gutkowski - Wehner;1643.95;2;4;8.68
Bailey - Hayes;1317.69;3;4;9.76
VonRueden and Sons;561.15;3;2;8.31
Towne - Stoltenberg;891.37;2;4;9.23
O\Keefe LLC;1058.36;4;4;3.86
Bailey and Sons;1555.21;1;2;9.94
Trantow - Legros;1690.52;2;5;5.22
